Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
8,48,Yes,7,7,37.84
9,65,Yes,5,7,59.43
7,74,No,7,1,57.51
9,66,Yes,5,3,56.36
2,99,Yes,7,6,72.73
6,70,No,6,8,58.4
3,58,No,5,8,34.28
6,82,No,8,2,65.76
3,77,No,8,6,51.02
8,45,No,7,3,30.38
4,54,Yes,6,8,34.05
6,68,Yes,7,6,58.04
9,86,Yes,6,5,80.84
2,84,Yes,4,8,60.47
2,93,Yes,5,6,67.17
7,44,No,6,7,31.75
2,53,Yes,7,4,17.61
2,92,Yes,4,3,61.08
4,41,No,7,0,12.37
9,62,No,8,7,53.46
8,83,Yes,8,5,76.22
2,91,Yes,5,3,62.47
8,85,No,9,2,71.77
4,58,Yes,5,4,28.97
2,63,No,4,3,31.1
7,59,Yes,8,6,43.88
6,86,No,6,5,69.77
5,66,No,8,2,45.79
1,91,No,9,9,65.04
2,63,Yes,5,0,28.32
8,56,No,7,6,41.8
1,64,No,4,4,32.38
3,85,Yes,9,0,60.54
2,94,Yes,8,0,63.66
5,70,Yes,6,5,48.55
4,67,No,9,3,42.43
7,89,No,6,7,76.53
5,98,No,6,1,77.33
8,67,Yes,4,3,56.49
4,61,Yes,6,7,41.14
6,95,No,6,7,84.39
4,98,Yes,8,4,75.82
2,44,Yes,4,2,6.93
1,93,No,7,3,64.08
1,83,No,7,2,51.18
8,81,Yes,6,1,68.15
4,47,No,9,3,23.12
5,77,Yes,5,8,61.04
8,67,Yes,4,5,52.16
7,96,No,5,3,78.01
8,86,No,4,0,72.27
8,51,Yes,4,6,33.85
6,96,Yes,8,1,82.88
2,64,No,6,5,35.11
6,77,Yes,8,9,64.55
1,83,Yes,9,0,47.63
1,54,Yes,5,6,18.54
3,83,Yes,5,3,50.04
3,80,Yes,7,2,56.72
5,90,No,9,9,77.01
1,92,Yes,9,6,64.28
6,73,Yes,8,2,59.82
7,99,No,8,7,88.7
3,84,No,9,3,58.88
4,52,No,8,2,24.3
3,47,Yes,7,6,24.69
1,98,Yes,8,6,70.14
8,52,No,8,8,43.1
2,75,No,9,9,54.2
1,45,No,9,6,14.57
8,77,No,8,5,64.56
7,71,No,8,2,55.48
7,60,Yes,9,3,45.67
4,83,No,5,7,62.52
9,83,Yes,6,5,78.05
6,88,Yes,5,8,73.22
2,98,No,8,7,77.42
1,46,No,4,7,12.38
1,65,No,4,9,35.29
9,54,No,7,9,51.23
4,95,No,5,6,75.29
5,88,Yes,9,9,74.46
3,81,No,7,0,51.96
4,62,No,7,4,37.32
8,91,Yes,4,6,82.41
4,77,No,5,9,52.82
9,80,No,6,8,74.34
9,54,No,9,3,42.49
6,87,Yes,5,7,68.93
2,92,No,7,0,62.14
7,79,No,8,3,66.71
9,55,No,7,3,43.05
6,71,No,5,1,50.13
3,76,Yes,4,2,48.91
7,57,No,5,2,38.47
5,59,Yes,6,8,40.27
1,85,No,9,6,55.85
3,41,No,9,1,11.66
5,94,No,8,8,79.71
7,62,Yes,8,7,49.73
3,69,No,7,5,42.13
6,42,No,5,5,19.8
5,85,Yes,9,1,67.05
1,78,No,4,2,44.34
6,86,No,6,5,70.76
8,88,No,7,2,79.6
1,40,No,5,6,4.6
2,80,Yes,4,4,51.15
4,61,Yes,5,3,34.23
2,68,Yes,4,7,42.0
9,53,No,5,1,40.56
8,87,No,5,2,76.24
8,67,No,9,9,60.67
4,60,No,7,3,35.06
5,84,Yes,5,9,68.97
4,71,No,5,5,42.95
9,45,Yes,7,4,36.09
2,93,No,7,4,64.27
8,40,No,8,6,27.46
2,60,Yes,8,7,31.21
1,96,No,9,5,69.63
3,43,Yes,7,2,11.05
9,42,Yes,6,3,29.95
3,88,No,9,0,60.12
9,69,Yes,4,4,58.48
7,70,Yes,7,9,58.62
1,73,No,8,7,40.62
5,58,Yes,5,2,33.31
9,59,Yes,7,9,54.72
3,62,No,7,3,31.97
9,93,Yes,8,3,88.27
5,98,No,8,5,83.12
9,79,Yes,6,8,74.84
6,64,No,9,9,48.37
9,54,No,8,2,39.77
7,77,No,8,3,65.3
7,62,No,8,5,51.8
8,91,No,9,5,87.19
7,41,Yes,5,6,25.59
9,96,No,7,0,88.71
9,96,No,7,8,93.42
6,54,Yes,8,1,33.57
7,91,No,9,3,77.93
2,83,Yes,6,2,51.49
9,74,Yes,8,2,62.17
1,49,No,9,4,16.68
1,53,Yes,9,6,22.79
3,66,Yes,6,6,39.77
6,93,Yes,9,6,84.11
5,53,No,7,2,34.41
2,74,Yes,6,8,44.53
9,72,No,6,5,65.9
4,91,No,4,9,71.9
4,40,Yes,6,7,19.25
5,73,No,6,0,48.49
8,58,Yes,5,3,46.95
4,63,Yes,7,6,42.44
5,81,No,8,8,67.9
4,43,No,4,2,12.2
6,75,No,6,5,57.78
3,52,Yes,5,7,26.5
8,97,Yes,5,2,89.46
6,71,Yes,9,5,56.81
5,48,No,8,8,24.77
2,78,Yes,8,8,55.86
7,55,Yes,7,5,43.55
2,89,Yes,9,4,61.81
1,42,Yes,6,0,5.32
7,91,No,5,2,77.77
5,59,Yes,4,2,33.17
1,49,No,7,3,15.31
4,95,Yes,6,4,74.2
4,97,Yes,9,7,77.31
7,97,Yes,8,8,91.81
9,61,No,9,6,59.44
2,87,No,6,9,57.3
1,42,No,9,5,8.82
2,50,Yes,8,2,18.51
7,64,Yes,6,8,49.81
6,81,No,4,9,69.38
4,87,Yes,7,0,60.66
1,47,Yes,9,8,16.6
1,48,No,8,2,10.42
5,54,Yes,4,8,31.75
1,71,Yes,5,9,42.38
7,92,Yes,4,0,74.8
1,42,No,4,7,9.79
1,43,Yes,4,5,7.22
2,69,No,8,8,44.65
3,52,Yes,5,3,24.16
1,83,No,7,4,54.26
9,60,No,4,5,49.71
8,80,No,8,8,73.36
5,96,No,8,5,77.81
2,85,Yes,7,8,60.77
5,58,No,6,1,32.04
6,78,Yes,5,3,62.98
1,87,Yes,5,2,52.11
4,61,No,9,3,36.07
9,59,Yes,4,0,47.32
2,76,Yes,6,1,45.97
5,70,Yes,5,3,46.03
1,49,Yes,9,9,18.05
4,57,No,4,3,29.31
4,82,Yes,6,4,59.57
6,78,Yes,8,8,66.16
9,85,Yes,4,0,76.5
3,59,Yes,6,7,33.3
9,57,Yes,7,2,47.16
6,50,No,5,8,30.96
7,61,Yes,4,7,50.52
2,98,No,9,7,75.5
6,83,Yes,8,8,70.63
6,57,No,9,3,41.53
2,97,Yes,4,4,70.03
2,73,Yes,5,6,45.18
2,62,No,5,1,28.34
1,40,No,6,6,7.32
5,94,No,9,2,79.4
8,49,Yes,9,5,40.44
2,92,No,8,5,66.05
5,40,No,6,5,19.76
8,77,No,8,9,70.48
5,78,Yes,4,1,53.45
2,88,Yes,4,8,63.98
3,48,Yes,9,7,26.18
6,70,No,6,6,53.83
5,46,Yes,7,8,30.34
4,56,Yes,5,3,26.78
4,74,Yes,6,1,48.69
5,87,Yes,6,3,65.98
2,76,No,4,9,47.23
9,91,Yes,5,2,83.4
2,57,No,6,1,27.1
2,72,No,4,1,41.74
9,43,No,4,7,36.09
3,62,No,9,4,36.72
7,50,No,9,5,35.06
4,91,No,6,7,72.26
6,48,Yes,6,6,26.97
4,69,No,4,6,48.82
7,47,Yes,9,6,29.76
1,79,No,6,6,47.9
3,44,Yes,5,7,16.5
3,51,No,4,0,19.89
1,40,Yes,4,2,2.62
6,54,Yes,6,0,33.41
9,64,No,6,7,52.14
8,57,No,6,1,41.67
7,77,No,5,6,62.77
8,81,No,4,5,70.76
6,85,Yes,7,0,66.79
9,92,Yes,5,5,87.26
3,65,No,5,8,37.28
9,79,No,9,2,71.99
4,98,Yes,4,6,81.85
7,42,No,7,3,29.0
9,93,Yes,4,0,86.65
2,61,No,5,6,26.89
2,65,No,6,0,30.8
9,58,Yes,4,3,46.13
3,83,Yes,4,8,60.14
9,83,No,6,4,78.98
5,86,Yes,7,6,69.36
6,99,No,7,6,84.38
2,78,Yes,4,2,49.3
8,98,No,6,7,92.55
9,75,No,9,0,67.57
2,60,No,4,3,29.27
6,80,Yes,6,9,66.88
6,93,Yes,5,3,74.48
8,87,Yes,9,1,77.78
5,65,Yes,6,5,44.25
9,52,No,4,0,38.01
1,75,Yes,8,2,45.53
9,63,Yes,7,8,58.42
7,80,Yes,4,9,73.72
4,65,No,6,5,41.98
3,60,Yes,9,1,31.26
6,57,Yes,9,8,40.3
1,54,No,6,1,17.39
3,54,No,7,6,25.32
2,45,No,4,0,9.46
9,82,No,9,4,76.3
3,70,No,9,6,45.73
2,67,No,8,2,36.35
4,47,No,5,3,19.97
2,68,Yes,8,4,39.21
1,60,No,5,2,28.41
6,56,No,9,5,37.51
8,95,No,5,2,86.47
2,96,No,4,7,72.51
9,88,No,9,6,82.22
3,63,Yes,9,0,34.59
8,97,Yes,5,1,87.03
8,99,Yes,6,3,90.83
3,89,Yes,5,4,64.31
3,75,Yes,5,9,53.59
6,70,Yes,7,3,48.12
1,86,Yes,7,3,54.58
4,73,No,4,8,50.4
1,41,No,4,3,1.38
3,81,No,6,3,56.35
9,42,No,7,3,32.83
5,69,No,8,1,49.48
5,47,No,4,7,26.85
4,91,Yes,4,3,65.47
3,46,No,7,4,17.34
5,51,No,7,7,33.41
4,97,No,6,3,69.71
8,58,Yes,7,4,49.97
4,65,Yes,5,4,37.88
8,67,Yes,9,5,56.19
6,54,No,8,6,38.88
5,53,No,9,2,34.84
4,87,No,5,9,66.01
4,98,Yes,5,2,73.9
4,53,Yes,9,8,35.15
9,42,No,5,0,27.68
4,89,Yes,4,9,69.74
9,68,No,9,7,63.74
6,99,Yes,5,9,92.87
7,93,Yes,4,2,80.61
3,45,Yes,7,4,17.24
8,88,No,8,2,79.34
3,62,Yes,8,9,40.34
1,67,No,5,0,32.0
5,53,No,8,9,33.78
2,53,No,4,4,19.91
6,59,Yes,7,7,43.44
9,52,Yes,5,4,39.82
1,66,Yes,6,3,29.77
4,99,No,9,8,85.73
1,74,Yes,8,0,41.41
1,84,Yes,8,4,57.71
8,95,No,5,0,83.87
2,41,No,9,5,10.86
1,80,No,9,9,52.62
8,84,Yes,8,8,80.8
4,79,Yes,8,1,52.69
3,87,No,6,3,61.73
4,63,Yes,9,7,44.74
5,68,No,4,2,44.34
1,42,Yes,5,6,8.29
1,84,No,5,6,56.65
3,43,Yes,6,1,11.03
6,89,No,6,9,77.94
1,41,No,4,3,5.19
2,59,No,7,0,24.64
7,93,Yes,5,7,80.75
1,92,Yes,9,9,68.46
7,54,Yes,8,9,43.32
4,88,No,4,8,67.84
6,71,No,5,0,50.38
8,81,No,9,6,71.21
9,40,No,4,0,24.04
6,77,No,7,0,59.25
9,74,No,9,8,70.64
4,90,No,5,9,70.24
6,46,No,8,9,28.94
8,84,No,9,5,76.97
9,52,Yes,5,0,40.76
3,88,No,4,6,65.56
2,40,Yes,7,2,5.14
6,53,No,9,9,42.38
4,68,Yes,4,3,42.93
1,97,No,4,3,61.24
8,42,Yes,6,7,30.67
9,85,No,4,0,72.11
9,63,No,9,7,58.65
2,40,No,7,8,10.81
9,87,Yes,8,6,80.23
7,49,No,6,0,32.49
5,52,Yes,4,6,28.91
7,75,Yes,9,5,59.88
9,48,Yes,5,4,40.23
8,53,Yes,6,4,41.7
6,75,Yes,7,0,55.47
4,49,No,5,5,23.24
1,79,Yes,7,3,46.8
6,62,Yes,5,0,37.14
3,74,Yes,8,7,48.17
6,94,Yes,7,7,84.23
6,46,No,5,3,25.49
4,81,No,7,6,62.27
2,74,No,6,2,45.49
9,41,Yes,7,7,25.71
2,54,Yes,9,6,24.91
3,48,Yes,7,4,17.25
1,86,No,5,4,53.65
7,56,Yes,7,8,39.96
1,78,No,8,5,48.7
9,91,Yes,4,5,86.59
1,57,Yes,6,1,25.74
5,54,No,9,4,32.92
7,57,Yes,5,3,41.89
3,63,No,7,9,41.59
9,62,Yes,7,2,56.24
8,51,No,7,8,38.59
3,62,Yes,6,6,38.14
5,60,Yes,9,3,40.46
7,65,Yes,4,8,48.85
4,47,Yes,8,8,26.27
5,69,Yes,9,6,53.35
3,73,No,8,4,43.69
9,41,No,9,8,34.02
9,44,Yes,5,6,34.65
7,70,No,4,8,57.47
2,72,No,4,2,40.95
7,93,No,6,8,82.51
7,43,No,9,0,21.9
5,45,Yes,7,4,23.76
9,62,No,4,1,53.07
3,84,No,9,0,60.4
4,58,Yes,7,2,37.71
1,82,Yes,6,6,51.24
6,84,Yes,9,2,68.12
4,47,Yes,9,9,21.8
1,78,Yes,5,9,47.95
2,52,Yes,9,8,21.6
3,40,Yes,5,2,7.67
9,45,Yes,7,5,38.88
8,46,No,7,1,32.74
7,87,Yes,4,7,75.24
4,66,No,6,9,44.12
1,54,Yes,5,4,17.34
8,91,Yes,4,1,80.99
4,73,No,8,6,51.27
3,97,Yes,4,2,71.45
9,96,Yes,7,4,92.98
4,62,No,8,8,42.89
4,87,No,4,0,54.84
9,88,No,9,1,82.21
2,63,No,6,4,32.38
5,54,No,5,3,26.37
4,74,No,9,0,52.21
9,43,Yes,8,6,35.38
5,83,Yes,6,8,63.7
9,76,Yes,4,0,63.64
9,56,Yes,9,7,50.11
2,70,Yes,7,8,49.61
9,77,No,7,1,65.86
3,49,No,6,0,15.37
4,93,Yes,7,5,73.74
1,89,No,5,6,63.39
1,66,Yes,6,1,30.2
1,81,No,6,4,47.95
9,45,Yes,7,4,35.56
8,95,Yes,6,6,87.51
5,45,Yes,4,0,17.44
5,91,No,8,9,79.27
9,54,No,9,7,46.73
3,43,Yes,8,4,14.01
3,96,No,9,2,74.03
7,87,Yes,7,8,75.14
9,93,Yes,5,2,84.92
6,95,No,5,6,77.28
2,79,Yes,7,9,53.48
1,46,Yes,7,6,12.03
2,90,Yes,6,9,65.47
1,97,No,5,7,67.43
9,88,Yes,8,9,87.48
8,92,Yes,7,7,83.73
7,84,Yes,8,3,72.67
3,86,Yes,9,0,58.77
8,65,No,8,3,55.05
2,97,Yes,5,5,70.34
2,70,Yes,9,9,44.38
3,41,No,8,5,9.89
7,67,No,6,5,53.55
1,81,No,6,6,49.97
8,52,No,5,0,38.46
7,57,No,6,9,48.15
4,69,No,7,0,41.55
5,94,Yes,9,6,74.19
1,50,Yes,5,3,15.91
4,52,No,9,5,27.39
1,90,Yes,8,5,60.44
1,63,No,7,8,35.11
1,96,Yes,5,1,64.08
7,68,No,8,3,55.44
7,95,No,8,3,85.74
4,93,Yes,8,6,74.23
2,44,No,8,0,10.78
3,74,Yes,8,4,49.26
8,58,No,5,3,45.26
8,94,No,6,1,83.26
6,52,Yes,8,4,37.05
9,44,No,7,8,33.64
9,83,Yes,5,7,77.35
4,53,Yes,4,8,29.58
1,77,Yes,6,6,46.79
1,61,Yes,7,9,28.76
5,48,Yes,8,6,26.38
2,88,No,5,1,57.14
6,79,No,5,2,59.13
7,65,Yes,8,9,51.47
1,84,No,7,7,54.17
6,44,Yes,5,1,18.81
8,68,No,9,6,60.74
5,93,Yes,6,5,76.58
7,61,No,7,9,51.7
6,88,Yes,8,3,73.57
4,42,No,7,3,12.64
7,67,Yes,9,2,45.94
9,77,Yes,7,5,73.76
7,53,No,4,2,33.25
5,86,Yes,8,8,66.57
7,53,Yes,6,3,39.94
3,82,No,8,3,57.85
2,50,No,4,1,17.95
5,48,Yes,8,1,25.27
4,77,Yes,8,6,58.38
5,86,Yes,6,4,66.36
8,83,Yes,4,2,72.55
4,45,No,8,5,24.53
9,40,Yes,9,5,33.24
7,64,Yes,8,0,46.74
7,55,No,5,2,34.05
8,91,No,8,4,85.35
6,54,Yes,6,6,36.83
8,73,No,5,3,60.88
3,56,No,9,7,26.99
1,42,No,9,2,1.46
6,42,Yes,9,5,24.47
1,76,Yes,4,5,41.67
9,56,Yes,9,8,51.76
2,94,No,7,3,68.29
2,88,Yes,6,6,60.55
7,91,Yes,4,9,82.35
2,77,Yes,5,0,44.46
8,40,No,7,0,29.51
6,46,Yes,4,1,21.99
7,65,Yes,6,3,48.24
7,86,Yes,5,5,72.92
6,78,Yes,6,3,63.56
9,58,No,6,5,48.11
9,91,Yes,5,1,84.36
7,93,Yes,9,8,86.02
9,69,No,8,2,60.33
3,82,No,6,6,61.24
3,94,No,9,0,64.22
1,53,No,5,7,19.96
5,52,No,6,3,30.15
4,59,Yes,8,4,36.43
2,65,No,5,6,32.1
9,66,No,4,2,52.29
3,64,No,4,8,38.87
8,48,Yes,9,8,34.24
6,80,Yes,4,7,63.95
5,87,Yes,7,0,63.48
1,51,No,6,1,14.01
4,49,Yes,6,1,20.93
3,45,No,5,2,14.23
1,89,No,7,1,54.2
5,73,Yes,6,0,50.76
6,98,Yes,5,4,83.33
2,91,Yes,8,5,63.55
3,80,No,6,6,57.92
6,58,Yes,9,9,46.42
4,45,Yes,6,6,19.12
9,41,Yes,8,1,27.35
5,54,Yes,8,6,36.66
4,56,Yes,6,1,25.48
2,55,No,8,1,19.34
6,67,No,5,5,50.31
2,60,Yes,6,5,34.1
7,47,No,6,7,30.95
3,49,No,4,4,17.69
9,49,No,9,4,39.61
5,89,Yes,6,9,73.41
8,49,No,4,0,30.48
6,48,Yes,8,3,27.58
8,67,No,9,0,54.34
3,63,Yes,9,9,42.58
3,58,No,8,4,31.15
5,72,No,5,7,52.77
3,43,Yes,4,0,8.42
8,95,Yes,6,2,82.73
8,42,No,4,0,20.84
2,81,Yes,8,5,51.1
4,51,Yes,8,9,31.78
1,57,Yes,5,0,18.23
4,62,Yes,9,9,43.94
4,59,No,9,2,32.52
9,45,Yes,8,4,35.53
3,92,No,4,4,65.53
2,73,No,9,1,46.03
9,81,Yes,6,2,71.91
9,41,Yes,6,8,35.0
1,69,Yes,4,0,29.18
6,48,Yes,5,0,28.11
8,66,No,6,1,53.79
3,81,No,4,7,55.03
9,73,Yes,4,5,63.94
2,79,No,8,3,52.76
6,63,Yes,9,6,50.25
1,88,No,8,5,57.93
7,56,No,9,8,42.64
3,68,No,5,5,43.36
7,75,Yes,5,1,57.8
4,89,Yes,5,2,66.41
9,51,No,4,8,41.36
5,70,Yes,4,6,49.73
3,88,Yes,8,5,69.39
8,48,No,6,4,34.12
6,58,Yes,9,2,42.91
2,85,Yes,9,3,54.52
3,85,No,5,0,52.33
8,56,No,9,4,45.98
7,41,No,7,6,23.75
6,79,No,5,1,59.53
1,44,Yes,9,7,7.73
9,98,Yes,8,9,93.47
3,78,No,9,5,54.19
5,93,No,4,9,76.21
7,87,Yes,8,2,73.66
7,55,Yes,8,1,41.96
3,56,Yes,8,7,32.38
4,93,No,7,3,76.02
7,66,No,7,6,53.22
8,46,No,9,6,38.39
2,91,No,5,9,68.39
9,47,Yes,9,8,40.25
7,47,No,9,9,34.93
8,62,No,9,7,52.76
6,71,Yes,4,7,57.51
6,82,No,8,6,68.74
9,86,Yes,6,9,81.59
4,57,No,5,4,28.42
5,77,Yes,5,8,57.19
9,93,Yes,8,6,88.23
1,51,Yes,5,2,12.27
4,54,No,8,5,27.59
7,67,No,5,2,52.63
9,94,No,9,5,87.19
6,77,No,4,7,62.13
8,89,No,5,8,86.99
9,95,No,5,1,86.8
4,70,Yes,6,5,47.61
1,91,No,4,2,57.96
8,48,No,9,6,34.1
2,47,Yes,4,3,14.19
1,85,Yes,4,4,53.58
7,58,No,5,9,45.27
9,90,Yes,7,5,81.92
9,47,No,5,7,42.12
3,73,Yes,8,1,46.24
6,96,No,6,3,77.68
7,43,Yes,4,3,22.22
9,70,Yes,8,5,62.35
2,77,No,9,3,51.94
8,42,No,8,4,28.44
7,74,Yes,7,4,60.7
4,58,Yes,4,7,33.41
2,82,Yes,5,3,54.68
8,68,Yes,4,5,58.98
5,49,No,6,6,24.2
6,51,Yes,4,7,32.85
7,85,Yes,8,8,76.11
1,69,No,8,9,38.3
8,69,No,5,7,57.89
4,99,No,5,3,76.27
9,57,No,5,3,43.89
1,63,No,9,9,34.92
2,71,No,6,4,41.59
6,48,Yes,9,2,29.85
1,86,Yes,9,1,53.35
4,63,Yes,9,1,33.62
8,65,No,4,8,53.39
5,42,No,7,7,18.73
9,62,Yes,4,5,52.74
6,50,Yes,5,8,34.47
1,49,No,6,4,17.71
6,89,No,9,9,76.61
6,75,Yes,4,0,54.73
6,99,Yes,8,7,88.58
8,52,Yes,9,2,42.52
6,68,Yes,4,8,53.06
5,77,Yes,8,0,54.85
2,98,No,4,2,68.22
4,92,Yes,4,0,67.76
5,52,Yes,9,0,30.17
4,96,No,4,5,78.26
2,65,Yes,5,3,37.16
7,59,No,8,9,46.37
2,44,No,6,3,7.14
1,59,Yes,7,4,22.96
5,53,Yes,9,2,31.65
1,84,No,8,1,53.56
1,53,No,5,9,20.6
1,47,No,8,7,12.52
6,87,Yes,6,6,69.95
9,52,Yes,9,9,51.08
1,63,Yes,8,3,28.84
5,54,Yes,5,1,26.02
9,90,Yes,9,8,88.81
9,40,No,5,7,30.25
1,61,Yes,9,3,30.16
8,73,Yes,7,4,60.37
1,89,No,6,9,63.98
8,90,Yes,7,5,85.38
1,79,Yes,4,3,45.68
5,42,Yes,5,1,17.46
8,94,No,7,4,87.42
6,65,No,5,0,42.07
9,53,Yes,9,6,43.49
1,97,Yes,5,8,68.27
9,80,Yes,4,2,66.95
1,47,No,5,5,12.61
3,88,No,9,8,70.9
1,94,Yes,9,3,62.8
3,94,Yes,7,5,70.32
2,95,Yes,6,2,66.04
2,55,Yes,8,8,32.36
9,81,No,7,6,74.87
8,60,No,4,6,50.41
1,49,Yes,8,3,14.52
4,96,No,5,5,68.13
1,64,No,7,7,31.77
1,95,Yes,8,5,68.65
4,77,Yes,7,5,54.58
2,61,Yes,5,3,30.36
3,88,Yes,9,7,71.01
9,87,No,7,9,85.82
2,86,Yes,4,7,57.88
4,93,Yes,8,8,77.62
1,85,Yes,8,5,56.74
2,43,Yes,8,1,11.58
5,43,No,7,3,19.0
1,69,Yes,5,3,33.19
7,41,Yes,7,7,27.89
4,68,No,7,4,45.69
6,82,Yes,9,3,65.85
8,75,Yes,8,7,64.54
6,60,Yes,5,2,38.87
2,99,No,6,1,67.16
1,60,Yes,5,3,24.43
8,87,Yes,7,0,77.22
8,60,Yes,4,0,39.73
9,43,No,5,4,32.04
6,40,Yes,8,0,18.79
1,65,Yes,4,3,27.99
9,95,Yes,6,7,92.84
3,90,No,6,7,69.87
6,41,No,4,1,18.02
9,48,Yes,6,2,40.99
3,94,Yes,4,2,67.74
5,96,No,7,0,77.76
5,84,Yes,4,2,67.19
7,57,No,7,7,44.95
4,87,No,8,5,70.53
4,87,No,8,4,66.96
7,96,Yes,6,9,91.6
9,81,No,9,8,75.93
4,80,No,9,6,60.35
4,50,Yes,4,5,29.67
6,64,Yes,7,4,42.82
6,65,Yes,8,4,46.75
7,97,No,8,9,94.78
1,75,No,8,8,46.05
3,81,Yes,6,9,59.14
9,74,No,8,5,69.92
6,77,Yes,9,3,64.23
6,42,Yes,5,3,19.91
5,98,Yes,6,3,76.41
3,80,Yes,4,5,52.26
5,74,Yes,5,0,49.53
1,89,No,6,8,58.13
3,79,No,6,1,48.87
4,61,Yes,7,1,35.08
5,47,No,5,4,21.45
9,54,No,5,3,46.64
4,84,Yes,9,2,61.37
3,46,No,5,4,12.63
1,58,No,8,6,28.6
6,79,Yes,9,9,75.14
7,81,No,8,1,65.76
8,56,No,9,5,46.0
1,40,No,4,3,4.7
4,84,No,9,1,60.15
5,68,No,4,0,47.16
2,97,Yes,9,7,70.53
1,52,Yes,4,4,16.13
8,95,Yes,8,9,89.7
6,87,Yes,9,1,68.59
5,68,Yes,7,7,48.58
9,80,No,9,2,74.0
2,81,No,4,6,54.48
8,45,Yes,6,1,30.88
9,44,Yes,8,6,32.83
1,73,Yes,7,3,41.63
7,50,No,6,9,36.79
8,48,No,6,0,30.09
3,77,No,8,4,51.32
4,79,No,9,3,60.56
3,80,No,5,7,55.13
7,48,No,7,0,30.44
9,47,Yes,9,1,38.49
3,83,No,8,4,60.35
6,97,Yes,5,9,84.88
8,79,Yes,8,9,72.92
6,42,No,8,1,20.88
2,52,No,6,0,15.86
7,58,No,9,5,42.67
2,73,No,8,9,48.14
2,71,No,9,3,40.08
2,88,No,5,4,58.31
1,55,No,6,2,18.14
1,75,No,5,9,44.22
7,57,Yes,5,5,41.31
5,53,Yes,6,3,29.34
3,69,No,9,5,48.68
1,41,Yes,5,4,8.63
6,52,No,4,1,28.3
1,66,Yes,9,3,32.75
9,98,Yes,8,1,91.56
2,92,No,6,4,64.72
1,91,No,6,2,58.29
7,56,No,9,5,42.36
6,70,Yes,4,4,53.59
6,54,Yes,4,1,30.09
5,96,No,4,9,79.29
4,59,Yes,4,7,32.52
4,44,No,7,5,17.78
3,46,Yes,6,8,20.05
8,57,No,5,2,42.34
7,95,Yes,6,3,85.66
9,50,No,6,7,39.91
1,71,No,6,6,35.78
7,89,No,4,7,77.82
4,66,Yes,4,8,43.73
7,65,No,7,7,54.55
1,76,Yes,9,7,47.9
5,84,No,6,5,68.25
3,67,No,8,1,38.24
5,89,No,9,6,72.15
4,41,Yes,7,3,15.98
2,59,Yes,4,2,26.83
4,43,Yes,6,3,14.55
3,52,No,4,3,22.53
1,63,Yes,9,2,30.66
8,87,No,5,8,79.67
5,77,No,4,2,56.91
4,97,No,4,1,75.9
5,79,No,7,0,55.51
4,87,No,5,0,62.52
3,84,Yes,9,4,60.76
5,94,Yes,8,4,76.38
4,68,No,8,8,47.63
1,97,No,8,3,63.06
3,75,Yes,6,4,51.44
8,41,No,8,5,30.07
7,80,No,6,9,65.99
2,57,No,9,6,28.16
1,88,No,9,8,61.9
3,47,Yes,4,5,19.7
5,97,No,8,0,76.62
1,54,Yes,7,7,21.83
3,80,Yes,9,1,54.79
3,56,Yes,5,8,29.01
5,62,Yes,5,6,45.53
3,41,No,9,6,14.24
9,45,No,4,9,37.13
1,68,No,5,9,40.65
4,66,Yes,5,4,41.68
4,76,Yes,4,7,57.42
1,88,Yes,4,9,56.31
2,73,No,4,0,41.75
1,57,No,7,2,23.73
6,81,No,4,8,61.91
3,49,Yes,4,0,15.67
7,77,Yes,4,7,65.8
5,98,No,9,5,84.26
9,83,Yes,8,9,84.21
7,56,Yes,9,4,38.86
4,98,No,8,5,79.02
5,52,Yes,7,4,28.37
5,91,Yes,7,8,74.9
5,99,No,5,1,80.31
9,87,Yes,9,9,84.54
3,81,Yes,8,5,57.5
6,66,Yes,7,3,47.31
8,92,Yes,7,2,84.7
9,41,No,9,4,27.24
7,73,No,5,1,58.79
3,70,Yes,4,2,44.3
1,62,No,6,6,30.7
4,46,No,5,0,16.65
6,77,No,6,1,53.43
3,72,Yes,5,2,45.18
1,51,Yes,5,9,21.68
6,84,No,4,6,68.47
1,51,No,7,3,14.15
9,58,No,8,7,54.91
1,48,No,5,7,12.25
6,49,Yes,4,0,28.2
1,56,No,6,4,22.46
7,89,Yes,9,0,75.28
3,79,Yes,9,6,61.88
6,78,Yes,7,3,62.6
7,80,Yes,9,7,72.13
1,49,Yes,5,7,16.91
1,51,Yes,6,8,19.92
5,54,Yes,5,5,32.11
6,70,No,9,6,57.06
9,54,Yes,8,6,47.32
1,67,No,9,4,31.05
4,43,No,8,6,17.01
8,75,No,9,8,71.15
9,94,No,7,3,89.96
3,40,No,6,1,5.4
2,97,Yes,8,7,72.33
4,83,Yes,4,6,60.11
2,96,No,7,5,73.06
1,73,No,5,6,37.66
3,86,No,9,2,59.45
7,56,Yes,6,5,41.47
1,78,No,6,9,46.12
2,77,Yes,9,6,51.39
1,83,Yes,4,6,49.82
8,90,No,8,4,79.91
5,72,Yes,9,2,50.98
8,99,Yes,6,1,88.59
3,60,Yes,4,6,31.69
7,65,No,4,3,48.38
8,85,No,5,1,75.17
6,75,No,4,7,60.93
7,44,No,7,1,28.39
